time slot,edge_cpu,iot_cpu
5187,0.08,0.91
5188,0.09,0.89
5189,0.08,0.9
5190,0.32,0.38
5191,0.58,0.35
5192,0.58,0.21
5193,0.54,0.5
5194,0.25,0.39
5195,0.14,0.62
5196,0.29,0.34
5197,0.34,0.35
5198,0.33,0.58
5199,0.33,0.59
5200,0.32,0.36
5201,0.31,0.29
5202,0.32,0.27
5203,0.3,0.59
5204,0.32,0.69
5205,0.3,0.68
5206,0.31,0.66
5207,0.32,0.75
5208,0.24,0.86
5209,0.13,0.86
5210,0.88,0.93
5211,0.99,0.89
5212,0.92,0.86
5213,0.92,0.52
5214,0.92,0.4
5215,0.91,0.34
5216,0.91,0.39
5217,0.96,0.47
5218,0.99,0.58
5219,0.99,0.18
5220,0.86,0.64
5221,0.93,0.62
5222,0.94,0.6
5223,0.99,0.55
5224,1,0.2
5225,1,0.39
5226,0.95,0.39
5227,0.98,0.4
5228,0.99,0.22
5229,0.79,0.28
5230,0.59,0.4
5231,0.43,0.39
5232,0.47,0.35
5233,0.72,0.31
5234,0.68,0.08
5235,0.71,0.35
5236,0.46,0.41
5237,0.6,0.37
5238,0.69,0.12
5239,0.38,0.86
5240,0.37,0.33
5241,0.36,0.14
5242,0.41,0.31
5243,0.26,0.42
5244,0.41,0.4
5245,0.48,0.45
5246,0.47,0.38
5247,0.48,0.43
5248,0.48,0.41
5249,0.36,0.42
5250,0.28,0.4
5251,0.27,0.41
5252,0.38,0.47
5253,0.52,0.44
5254,0.55,0.82
5255,0.52,0.65
5256,0.27,0.66
5257,0.5,0.74
5258,0.54,0.3
5259,0.54,0.33
5260,0.37,0.48
5261,0.22,0.43
5262,0.23,0.42
5263,0.3,0.59
5264,0.59,0.59
5265,0.63,0.33
5266,0.64,0.66
5267,0.33,0.56
5268,0.59,0.63
5269,0.63,0.46
5270,0.63,0.28
5271,0.62,0.16
5272,0.62,0.59
5273,0.31,0.17
5274,0.34,0.37
5275,0.31,0.3
5276,0.32,0.38
5277,0.33,0.54
5278,0.32,0.09
5279,0.52,0.62
5280,0.65,0.75
5281,0.32,0.76
5282,0.44,0.92
5283,0.62,0.55
5284,0.64,0.66
5285,0.56,0.79
5286,0.33,0.76
5287,0.36,0.78
5288,0.49,0.78
5289,0.34,0.4
5290,0.35,0.49
5291,0.27,0.65
5292,0.08,0.64
5293,0.12,0.47
5294,0.33,0.37
5295,0.32,0.29
5296,0.36,0.62
5297,0.39,0.43
5298,0.18,0.47
5299,0.22,0.46
5300,0.35,0.29
5301,0.36,0.19
5302,0.39,0.41
5303,0.13,0.4
5304,0.22,0.33
5305,0.43,0.19
5306,0.46,0.17
5307,0.44,0.16
5308,0.44,0.25
5309,0.43,0.33
5310,0.47,0.43
5311,0.24,0.62
5312,0.13,0.55
5313,0.34,0.41
5314,0.34,0.34
5315,0.32,0.32
5316,0.33,0.34
5317,0.47,0.51
5318,0.56,0.64
5319,0.49,0.55
5320,0.59,0.65
5321,0.76,0.72
5322,0.78,0.55
5323,0.77,0.24
5324,0.78,0.4
5325,0.64,0.59
5326,0.51,0.52
5327,0.52,0.6
5328,0.54,0.52
5329,0.51,0.6
5330,0.52,0.36
5331,0.51,0.33
5332,0.5,0.49
5333,0.51,0.51
5334,0.48,0.59
5335,0.22,0.49
5336,0.17,0.5
5337,0.42,0.53
5338,0.39,0.29
5339,0.39,0.19
5340,0.4,0.21
5341,0.4,0.17
5342,0.4,0.17
5343,0.6,0.39
5344,0.78,0.76
5345,0.5,0.8
5346,0.71,0.79
5347,0.81,0.8
5348,0.78,0.66
5349,0.81,0.83
5350,0.28,0.83
5351,0.33,0.79
5352,0.4,0.89
5353,0.41,0.62
5354,0.43,0.47
5355,0.41,0.63
5356,0.1,0.66
5357,0.1,0.6
5358,0.31,0.54
5359,0.38,0.52
5360,0.38,0.64
5361,0.11,0.58
5362,0.11,0.87
5363,0.11,0.84
5364,0.41,0.87
5365,0.43,0.72
5366,0.55,0.55
5367,0.59,0.62
5368,0.5,0.77
5369,0.32,0.81
5370,0.59,0.95
5371,0.58,0.63
5372,0.39,0.64
5373,0.26,0.79
5374,0.16,0.78
5375,0.41,0.7
5376,0.39,0.71
5377,0.38,0.68
5378,0.4,0.83
5379,0.12,0.86
5380,0.11,0.86
5381,0.26,0.7
5382,0.55,0.41
5383,0.55,0.29
5384,0.55,0.05
5385,0.56,0.18
5386,0.56,0.44
5387,0.16,0.39
5388,0.43,0.4
5389,0.46,0.17
5390,0.44,0.58
5391,0.42,0.75
5392,0.21,0.73
5393,0.47,0.7
5394,0.51,0.46
5395,0.49,0.43
5396,0.49,0.68
5397,0.21,0.71
5398,0.09,0.7
5399,0.09,0.78
5400,0.07,0.59
5401,0.09,0.61
5402,0.37,0.54
5403,0.26,0.62
5404,0.26,0.29
5405,0.34,0.35
5406,0.37,0.55
5407,0.19,0.45
5408,0.18,0.41
5409,0.44,0.43
5410,0.5,0.17
5411,0.4,0.36
5412,0.17,0.45
5413,0.16,0.5
5414,0.33,0.34
5415,0.33,0.56
5416,0.35,0.29
5417,0.62,0.49
5418,0.75,0.51
5419,0.93,0.46
5420,0.92,0.52
5421,0.93,0.45
5422,0.8,0.42
5423,0.75,0.43
5424,0.92,0.39
5425,0.92,0.44
5426,0.94,0.54
5427,0.99,0.73
5428,0.27,0.88
5429,0.33,0.88
5430,0.32,0.46
5431,0.32,0.5
5432,0.32,0.52
5433,0.34,0.36
5434,0.1,0.63
5435,0.22,0.42
5436,0.35,0.57
5437,0.33,0.74
5438,0.56,0.51
5439,0.31,0.64
5440,0.31,0.62
5441,0.31,0.63
5442,0.58,0.63
5443,0.55,0.65
5444,0.54,0.46
5445,0.55,0.56
5446,0.29,0.77
5447,0.44,0.64
5448,0.53,0.35
5449,0.57,0.22
5450,0.54,0.49
5451,0.25,0.46
5452,0.42,0.46
5453,0.93,0.76
5454,0.98,0.34
5455,0.98,0.25
5456,0.98,0.43
5457,0.86,0.48
5458,0.8,0.6
5459,0.73,0.73
5460,0.9,0.58
5461,0.9,0.58
5462,0.87,0.72
5463,0.68,0.72
5464,0.86,0.71
5465,0.9,0.5
5466,0.91,0.61
5467,0.83,0.71
5468,0.7,0.65
5469,0.6,0.75
5470,0.44,0.55
5471,0.44,0.35
5472,0.45,0.37
5473,0.36,0.53
5474,0.19,0.53
5475,0.43,0.43
5476,0.43,0.18
5477,0.45,0.38
5478,0.15,0.44
5479,0.69,0.44
5480,0.86,0.46
5481,0.97,0.44
5482,0.98,0.18
5483,0.98,0.35
5484,0.84,0.63
5485,0.11,0.64
5486,0.09,0.58
5487,0.08,0.62
5488,0.11,0.6
5489,0.33,0.46
5490,0.43,0.29
5491,0.44,0.6
5492,0.23,0.67
5493,0.12,0.43
5494,0.2,0.69
5495,0.32,0.94
5496,0.39,0.51
5497,0.42,0.38
5498,0.41,0.83
5499,0.43,0.42
5500,0.41,0.4
5501,0.69,0.62
5502,0.59,0.52
5503,0.67,0.58
5504,0.12,0.62
5505,0.27,0.63
5506,0.35,0.43
5507,0.3,0.79
5508,0.2,0.66
5509,0.08,0.58
5510,0.08,0.56
5511,0.06,0.56
5512,0.71,0.4
5513,0.71,0.41
5514,0.72,0.37
5515,0.7,0.42
5516,0.24,0.46
5517,0.06,0.87
5518,0.15,0.88
5519,0.32,0.82
5520,0.25,0.92
5521,0.32,0.89
5522,0.07,0.87
5523,0.2,0.87
5524,0.39,0.71
5525,0.47,0.53
5526,0.48,0.84
5527,0.49,0.82
5528,0.36,0.78
5529,0.22,0.8
5530,0.44,0.73
5531,0.45,0.54
5532,0.46,0.55
5533,0.44,0.54
5534,0.45,0.64
5535,0.46,0.51
5536,0.44,0.42
5537,0.16,0.48
5538,0.16,0.45
5539,0.28,0.48
5540,0.4,0.47
5541,0.6,0.24
5542,0.59,0.29
5543,0.61,0.66
5544,0.7,0.35
5545,0.81,0.8
5546,0.83,0.66
5547,0.71,0.61
5548,0.54,0.59
5549,0.53,0.59
5550,0.55,0.58
5551,0.54,0.61
5552,0.54,0.58
5553,0.49,0.85
5554,0.29,0.82
5555,0.33,0.66
5556,0.29,0.95
5557,0.08,0.81
5558,0.23,0.94
5559,0.32,0.7
5560,0.34,0.93
5561,0.32,0.7
5562,0.35,0.44
5563,0.22,0.56
5564,0.08,0.55
5565,0.06,0.56
5566,0.12,0.67
5567,0.22,0.96
5568,0.35,0.37
5569,0.31,0.9
5570,0.33,0.58
5571,0.33,0.39
5572,0.38,0.17
5573,0.44,0.33
5574,0.16,0.67
5575,0.12,0.4
5576,0.33,0.39
5577,0.35,0.22
5578,0.46,0.44
5579,0.35,0.42
5580,0.19,0.49
5581,0.49,0.48
5582,0.46,0.48
5583,0.55,0.1
5584,0.58,0.68
5585,0.57,0.61
5586,0.36,0.59
5587,0.38,0.55
5588,0.61,0.4
5589,0.62,0.97
5590,0.59,0.93
5591,0.27,0.94
5592,0.6,0.94
5593,0.58,0.74
5594,0.66,0.62
5595,0.63,0.62
5596,0.55,0.41
5597,0.68,0.42
5598,0.84,0.62
5599,0.81,0.67
5600,0.61,0.76
5601,0.51,0.83
5602,0.28,0.86
5603,0.31,0.86
5604,0.63,0.84
5605,0.6,0.61
5606,0.55,0.7
5607,0.88,0.51
5608,0.9,0.73
5609,0.85,0.67
5610,0.8,0.64
5611,0.95,0.67
5612,0.75,0.45
5613,0.71,0.39
5614,0.73,0.62
5615,0.45,0.5
5616,0.43,0.46
5617,0.5,0.47
5618,0.73,0.45
5619,0.72,0.24
5620,0.7,0.65
5621,0.25,0.47
5622,0.18,0.45
5623,0.31,0.45
5624,0.44,0.55
5625,0.47,0.47
5626,0.48,0.31
5627,0.37,0.65
5628,0.15,0.41
5629,0.18,0.4
5630,0.36,0.43
5631,0.39,0.32
5632,0.38,0.18
5633,0.38,0.18
5634,0.11,0.38
5635,0.1,0.42
5636,0.08,0.48
5637,0.38,0.43
5638,0.45,0.43
5639,0.6,0.35
5640,0.46,0.39
5641,0.43,0.47
5642,0.73,0.28
5643,0.76,0.32
5644,0.7,0.66
5645,0.45,0.65
5646,0.44,0.64
5647,0.48,0.64
5648,0.6,0.64
5649,0.71,0.65
5650,0.74,0.7
5651,0.76,0.65
5652,0.29,0.63
5653,0.08,0.65
5654,0.06,0.63
5655,0.11,0.66
5656,0.26,0.62
5657,0.33,0.71
5658,0.36,0.41
5659,0.36,0.16
5660,0.35,0.48
5661,0.39,0.75
5662,0.16,0.58
5663,0.22,0.39
5664,0.39,0.49
5665,1,0.16
5666,1,0.39
5667,1,0.79
5668,0.99,0.69
5669,0.99,0.71
5670,0.99,0.69
5671,0.99,0.69
5672,0.97,0.58
5673,0.72,0.46
5674,0.82,0.3
5675,0.82,0.3
5676,0.81,0.3
5677,0.78,0.32
5678,0.55,0.47
5679,0.41,0.47
5680,0.26,0.5
5681,0.31,0.5
5682,0.53,0.33
5683,0.56,0.53
5684,0.35,0.6
5685,0.35,0.59
5686,0.54,0.46
5687,0.56,0.46
5688,0.52,0.83
5689,0.25,0.56
5690,0.82,0.45
5691,0.81,0.24
5692,0.64,0.78
5693,0.81,0.14
5694,0.81,0.12
5695,0.81,0.14
5696,0.81,0.12
5697,0.82,0.34
5698,0.59,0.42
5699,0.54,0.4
5700,0.75,0.06
5701,0.76,0.69
5702,0.75,0.48
5703,0.51,0.48
5704,0.59,0.48
5705,0.75,0.37
5706,0.75,0.23
5707,0.77,0.36
5708,0.4,0.49
5709,0.28,0.44
5710,0.25,0.4
5711,0.29,0.35
5712,0.38,0.34
5713,0.38,0.1
5714,0.38,0.14
5715,0.36,0.1
5716,0.38,0.53
5717,0.4,0.38
5718,0.13,0.4
5719,0.07,0.39
5720,0.16,0.54
5721,0.29,0.39
5722,0.33,0.93
5723,0.33,0.89
5724,0.15,0.5
5725,0.27,0.52
5726,0.3,0.52
5727,0.4,0.36
5728,0.4,0.78
5729,0.37,0.44
5730,0.16,0.49
5731,0.15,0.48
5732,0.16,0.43
5733,0.21,0.52
5734,0.49,0.51
5735,0.41,0.15
5736,0.5,0.54
5737,0.35,0.44
5738,0.23,0.44
5739,0.45,0.21
5740,0.47,0.33
5741,0.42,0.53
5742,0.1,0.6
5743,0.23,0.45
5744,0.34,0.21
5745,0.34,0.3
5746,0.36,0.3
5747,0.79,0.49
5748,0.57,0.44
5749,0.67,0.4
5750,0.81,0.27
5751,0.82,0.31
5752,0.74,0.44
5753,0.57,0.82
5754,0.68,0.81
5755,0.81,0.58
5756,0.81,0.59
5757,0.81,0.51
5758,0.82,0.56
5759,0.64,0.61
5760,0.51,0.61
5761,0.46,0.63
5762,0.47,0.62
5763,0.44,0.58
5764,0.46,0.62
5765,0.54,0.64
5766,0.6,0.68
5767,0.75,0.16
5768,0.76,0.4
5769,0.56,0.63
5770,0.13,0.5
5771,0.4,0.52
5772,0.25,0.7
5773,0.34,0.49
5774,0.2,0.72
5775,0.36,0.68
5776,0.75,0.55
5777,0.82,0.34
5778,0.82,0.35
5779,0.8,0.38
5780,0.54,0.72
5781,0.67,0.62
5782,0.54,0.58
5783,0.52,0.58
5784,0.58,0.84
5785,0.57,0.63
5786,0.46,0.14
5787,0.52,0.44
5788,0.5,0.39
5789,0.72,0.38
5790,0.76,0.26
5791,0.76,0.76
5792,0.79,0.61
5793,0.72,0.57
5794,0.8,0.61
5795,0.91,0.5
5796,0.93,0.51
5797,0.9,0.72
5798,0.69,0.78
5799,0.08,0.86
5800,0.18,0.85
5801,0.25,0.79
5802,0.35,0.67
5803,0.32,0.68
5804,0.35,0.68
5805,0.32,0.74
5806,0.34,0.79
5807,0.32,0.46
5808,0.33,0.16
5809,0.31,0.06
5810,0.35,0.36
5811,0.1,0.83
5812,0.28,0.82
5813,0.38,0.69
5814,0.47,0.67
5815,0.45,0.85
5816,0.16,0.8
5817,0.29,0.89
5818,0.46,0.71
5819,0.46,0.56
5820,0.54,0.46
5821,0.53,0.59
5822,0.35,0.67
5823,0.2,0.54
5824,0.24,0.49
5825,0.46,0.56
5826,0.5,0.95
5827,0.98,0.57
5828,0.98,0.48
5829,0.85,0.46
5830,0.85,0.47
5831,0.48,0.48
5832,0.3,0.93
5833,0.27,0.95
5834,0.35,0.94
5835,0.27,0.95
5836,0.13,0.96
5837,0.21,0.99
5838,0.35,0.88
5839,0.33,0.91
5840,0.36,0.26
5841,0.47,0.16
5842,0.49,0.79
5843,0.47,0.51
5844,0.49,0.13
5845,0.46,0.98
5846,0.35,0.56
5847,0.24,0.41
5848,0.24,0.39
5849,0.24,0.4
5850,0.25,0.39
5851,0.24,0.4
5852,0.24,0.37
5853,0.29,0.43
5854,0.73,0.9
5855,0.98,0.37
5856,0.99,0.61
5857,0.88,0.66
5858,0.94,0.72
5859,0.97,0.78
5860,0.79,0.37
5861,0.92,0.39
5862,0.74,0.44
5863,0.7,0.39
5864,0.91,0.31
5865,0.91,0.35
5866,0.91,0.49
5867,0.57,0.57
5868,0.41,0.49
5869,0.41,0.47
5870,0.58,0.69
5871,0.71,0.5
5872,0.72,0.34
5873,0.58,0.42
5874,0.48,0.57
5875,0.58,0.57
5876,0.73,0.25
5877,0.75,0.34
5878,0.24,0.41
5879,0.18,0.86
5880,0.4,0.79
5881,0.4,0.71
5882,0.71,0.92
5883,0.65,0.94
5884,0.14,0.86
5885,0.13,0.52
5886,0.23,0.44
5887,0.4,0.6
5888,0.47,0.19
5889,0.46,0.05
5890,0.48,0.47
5891,0.34,0.51
5892,0.24,0.4
5893,0.34,0.96
5894,0.41,0.59
5895,0.47,0.16
5896,0.48,0.61
5897,0.3,0.81
5898,0.27,0.74
5899,0.35,0.91
5900,0.47,0.91
5901,0.48,0.5
5902,0.6,0.69
5903,0.27,0.73
5904,0.46,0.57
5905,0.59,0.17
5906,0.59,0.17
5907,0.6,0.17
5908,0.59,0.28
5909,0.6,0.43
5910,0.44,0.46
5911,0.61,0.45
5912,0.75,0.44
5913,0.86,0.24
5914,0.86,0.54
5915,0.85,0.15
5916,0.85,0.85
5917,0.86,0.42
5918,0.85,0.14
5919,0.68,0.14
5920,0.63,0.34
5921,0.4,0.41
5922,0.33,0.53
5923,0.48,0.54
5924,0.63,0.37
5925,0.59,0.58
5926,0.52,0.72
5927,0.35,0.84
5928,0.5,0.86
5929,0.47,0.86
5930,0.48,0.82
5931,0.5,0.96
5932,0.48,0.96
5933,0.49,0.18
5934,0.51,0.68
5935,0.17,0.48
5936,0.25,0.93
5937,0.35,0.19
5938,0.35,0.97
5939,0.34,0.9
5940,0.07,0.91
5941,0.42,0.91
5942,0.33,0.98
5943,0.48,0.93
5944,0.45,0.98
5945,0.45,0.94
5946,0.45,0.94
5947,0.5,0.46
5948,0.29,0.46
5949,0.17,0.43
5950,0.17,0.39
5951,0.18,0.37
5952,0.17,0.39
5953,0.17,0.39
5954,0.26,0.51
5955,0.5,0.43
5956,0.2,0.82
5957,0.35,0.55
5958,0.07,0.57
5959,0.23,0.54
5960,0.35,0.37
5961,0.21,0.95
5962,0.34,0.95
5963,0.34,0.84
5964,0.25,0.98
5965,0.07,0.84
5966,0.39,0.83
5967,0.76,0.93
5968,0.65,0.93
5969,0.64,0.93
5970,0.78,0.93
5971,0.78,0.44
5972,0.55,0.13
5973,0.2,0.15
5974,0.28,0.15
5975,0.49,0.27
5976,0.48,0.4
5977,0.47,0.91
5978,0.33,0.51
5979,0.34,0.71
5980,0.37,0.8
5981,0.32,0.41
5982,0.07,0.4
5983,0.1,0.42
5984,0.32,0.56
5985,0.28,0.44
5986,0.32,0.16
5987,0.33,0.11
5988,0.5,0.25
5989,0.47,0.41
5990,0.22,0.38
5991,0.26,0.79
5992,0.44,0.87
5993,0.52,0.49
5994,0.55,0.66
5995,0.24,0.7
5996,0.45,0.74
5997,0.29,0.72
5998,0.33,0.6
5999,0.34,0.57
6000,0.24,0.69
6001,0.14,0.4
6002,0.33,0.62
6003,0.33,0.45
6004,0.32,0.77
6005,0.32,0.85
6006,0.36,0.1
6007,0.53,0.43
6008,0.26,0.53
6009,0.32,0.83
6010,0.52,0.33
6011,0.53,0.43
6012,0.39,0.55
6013,0.17,0.53
6014,0.44,0.59
6015,0.35,0.72
6016,0.43,0.55
6017,0.44,0.63
6018,0.15,0.53
6019,0.13,0.57
6020,0.39,0.58
6021,0.38,0.6
6022,0.32,0.39
6023,0.31,0.47
6024,0.34,0.11
6025,0.32,0.17
6026,0.33,0.66
6027,0.07,0.43
6028,0.27,0.49
6029,0.45,0.56
6030,0.5,0.31
6031,0.48,0.58
6032,0.16,0.42
6033,0.36,0.7
6034,0.49,0.6
6035,0.47,0.51
6036,0.5,0.84
6037,0.36,0.87
6038,0.17,0.43
6039,0.19,0.5
6040,0.32,0.66
6041,0.51,0.83
6042,0.56,0.32
6043,0.54,0.86
6044,0.57,0.8
6045,0.5,0.88
6046,0.29,0.88
6047,0.4,0.85
6048,0.5,0.77
6049,0.49,0.67
6050,0.51,0.82
6051,0.49,0.86
6052,0.39,0.93
6053,0.27,0.89
6054,0.47,0.92
6055,0.5,0.82
6056,0.48,0.87
6057,0.52,0.68
6058,0.54,0.33
6059,0.52,0.33
6060,0.54,0.31
6061,0.43,0.65
6062,0.28,0.59
6063,0.13,0.58
6064,0.22,0.5
6065,0.36,0.53
6066,0.47,0.58
6067,0.65,0.15
6068,0.67,0.16
6069,0.66,0.42
6070,0.35,0.4
6071,0.33,0.41
6072,0.59,0.43
6073,0.59,0.96
6074,0.58,0.91
6075,0.42,0.95
6076,0.14,0.93
6077,0.14,0.79
6078,0.33,0.57
6079,0.75,0.87
6080,0.99,0.25
6081,0.99,0.52
6082,0.83,0.47
6083,0.95,0.71
6084,0.99,0.62
6085,0.99,0.94
6086,0.79,0.95
6087,0.34,0.94
6088,0.47,0.95
6089,0.5,0.95
6090,0.61,0.88
6091,0.69,0.96
6092,0.45,0.64
6093,0.55,0.39
6094,0.74,0.55
6095,0.72,0.29
6096,0.72,0.48
6097,0.43,0.4
6098,0.4,0.4
6099,0.13,0.4
6100,0.22,0.41
6101,0.39,0.93
6102,0.43,0.23
6103,0.44,0.63
6104,0.6,0.87
6105,0.37,0.64
6106,0.41,0.64
6107,0.66,0.64
6108,0.61,0.44
6109,0.67,0.88
6110,0.68,0.76
6111,0.67,0.73
6112,0.67,0.39
6113,0.69,0.74
6114,0.6,0.82
6115,0.17,0.81
6116,0.28,0.96
6117,0.34,0.94
6118,0.42,0.62
6119,0.41,0.62
6120,0.42,0.69
6121,0.22,0.53
6122,0.36,0.48
6123,0.16,0.5
6124,0.37,0.38
6125,0.31,0.58
6126,0.35,0.84
6127,0.33,0.75
6128,0.33,0.75
6129,0.32,0.9
6130,0.32,0.76
6131,0.31,0.74
6132,0.32,0.88
6133,0.32,0.88
6134,0.34,0.58
6135,0.32,0.91
6136,0.38,0.91
6137,0.38,0.96
6138,0.34,0.74
6139,0.13,0.64
6140,0.31,0.73
6141,0.4,0.49
6142,0.41,0.9
6143,0.43,0.9
6144,0.45,0.77
6145,0.44,0.79
6146,0.45,0.78
6147,0.4,0.78
6148,0.32,0.9
6149,0.32,0.52
6150,0.22,0.5
6151,0.13,0.56
6152,0.2,0.84
6153,0.31,0.81
6154,0.3,0.48
6155,0.32,0.18
6156,0.34,0.67
6157,0.82,0.44
6158,0.83,0.46
6159,0.54,0.66
6160,0.56,0.48
6161,0.74,0.55
6162,0.64,0.39
6163,0.68,0.2
6164,0.7,0.2
6165,0.69,0.28
6166,0.75,0.5
6167,0.76,0.52
6168,0.9,0.52
6169,0.95,0.34
6170,0.95,0.42
6171,0.85,0.52
6172,0.77,0.59
6173,0.77,0.54
6174,0.78,0.4
6175,0.79,0.5
6176,0.59,0.88
6177,0.37,0.61
6178,0.39,0.19
6179,0.33,0.87
6180,0.1,0.67
6181,0.1,0.61
6182,0.09,0.59
6183,0.26,0.54
6184,0.29,0.61
6185,0.32,0.49
6186,0.34,0.35
6187,0.37,0.48
6188,0.56,0.66
6189,0.81,0.69
6190,0.91,0.92
6191,0.96,0.42
6192,0.95,0.37
6193,0.96,0.46
6194,0.96,0.56
6195,0.96,0.72
6196,0.86,0.8
6197,0.67,0.8
6198,0.89,0.81
6199,0.97,0.63
6200,0.97,0.67
6201,0.79,0.4
6202,0.79,0.41
6203,0.41,0.41
6204,0.44,0.39
6205,0.59,0.41
6206,0.74,0.18
6207,0.75,0.4
6208,0.53,0.75
6209,0.56,0.41
6210,0.63,0.77
6211,0.55,0.76
6212,0.55,0.76
6213,0.55,0.78
6214,0.55,0.77
6215,0.55,0.76
6216,0.55,0.72
6217,0.53,0.76
6218,0.15,0.76
6219,0.06,0.54
6220,0.06,0.55
6221,0.06,0.55
6222,0.07,0.55
6223,0.06,0.55
6224,0.07,0.61
6225,0.52,0.63
6226,0.51,0.78
6227,0.52,0.65
6228,0.53,0.65
6229,0.52,0.64
6230,0.5,0.63
6231,0.05,0.66
6232,0.05,0.61
6233,0.06,0.78
6234,0.06,0.81
6235,0.06,0.8
6236,0.06,0.77
6237,0.06,0.68
6238,0.06,0.72
6239,0.05,0.71
6240,0.06,0.71
6241,0.06,0.74
6242,0.04,0.69
6243,0.06,0.72
6244,0.06,0.82
6245,0.06,0.82
6246,0.06,0.83
6247,0.09,0.83
6248,0.09,0.7
6249,0.08,0.43
6250,0.09,0.43
6251,0.11,0.4
6252,0.11,0.41
6253,0.1,0.4
6254,0.07,0.4
6255,0.06,0.42
6256,0.05,0.4
6257,0.08,0.42
6258,0.08,0.4
6259,0.07,0.43
6260,0.06,0.41
6261,0.06,0.42
6262,0.07,0.4
6263,0.06,0.57
6264,0.06,0.55
6265,0.06,0.56
6266,0.06,0.57
6267,0.05,0.58
6268,0.06,0.57
6269,0.45,0.57
6270,0.49,0.57
6271,0.47,0.6
6272,0.48,0.7
6273,0.47,0.69
6274,0.49,0.69
6275,0.48,0.71
6276,0.48,0.7
6277,0.49,0.63
6278,0.4,0.56
6279,0.15,0.57
6280,0.14,0.58
6281,0.13,0.56
6282,0.13,0.54
6283,0.11,0.6
6284,0.13,0.58
6285,0.13,0.58
6286,0.14,0.73
6287,0.13,0.61
6288,0.08,0.53
6289,0.08,0.56
6290,0.09,0.57
6291,0.1,0.56
6292,0.09,0.57
6293,0.08,0.58
6294,0.1,0.71
6295,0.05,0.6
6296,0.06,0.62
6297,0.05,0.62
6298,0.05,0.61
6299,0.05,0.61
6300,0.05,0.53
6301,0.07,0.41
6302,0.16,0.42
6303,0.15,0.41
6304,0.15,0.44
6305,0.14,0.41
6306,0.15,0.41
6307,0.17,0.42
6308,0.17,0.4
6309,0.17,0.44
6310,0.11,0.58
6311,0.07,0.66
6312,0.07,0.64
6313,0.06,0.65
6314,0.08,0.66
6315,0.09,0.65
6316,0.11,0.61
6317,0.11,0.81
6318,0.13,0.8
6319,0.11,0.8
6320,0.11,0.79
6321,0.11,0.79
6322,0.09,0.59
6323,0.08,0.5
6324,0.1,0.46
6325,0.08,0.54
6326,0.07,0.66
6327,0.06,0.47
6328,0.22,0.56
6329,0.22,0.99
6330,0.23,0.99
6331,0.2,0.99
6332,0.21,0.99
6333,0.24,0.99
6334,0.21,0.99
6335,0.19,0.99
6336,0.19,0.62
6337,0.26,0.6
6338,0.26,0.59
6339,0.27,0.57
6340,0.26,0.58
6341,0.27,0.58
6342,0.26,0.57
6343,0.25,0.71
6344,0.27,0.72
6345,0.25,0.72
6346,0.11,0.73
6347,0.07,0.73
6348,0.07,0.72
6349,0.07,0.83
6350,0.06,0.73
6351,0.06,0.73
6352,0.05,0.46
6353,0.07,0.41
6354,0.13,0.4
6355,0.5,0.42
6356,0.51,0.35
6357,0.5,0.42
6358,0.52,0.39
6359,0.5,0.44
6360,0.52,0.4
6361,0.51,0.5
6362,0.67,0.88
6363,0.06,0.89
6364,0.09,0.89
6365,0.07,0.89
6366,0.06,0.87
6367,0.05,0.88
6368,0.06,0.89
6369,0.05,0.88
6370,0.06,0.87
6371,0.05,0.73
6372,0.08,0.81
6373,0.19,0.8
6374,0.21,0.79
6375,0.22,0.78
6376,0.2,0.58
6377,0.27,0.56
6378,0.53,0.57
6379,0.52,0.55
6380,0.53,0.55
6381,0.52,0.73
6382,0.53,0.74
6383,0.34,0.75
6384,0.21,0.75
6385,0.2,0.74
6386,0.21,0.73
6387,0.2,0.62
6388,0.2,0.61
6389,0.2,0.59
6390,0.21,0.6
6391,0.2,0.61
6392,0.2,0.61
6393,0.57,0.6
6394,0.73,0.6
6395,0.73,0.53
6396,0.73,0.58
6397,0.74,0.57
6398,0.73,0.59
6399,0.73,0.6
6400,0.16,0.57
6401,0.07,0.58
6402,0.09,0.84
6403,0.05,0.9
6404,0.06,0.89
6405,0.05,0.89
6406,0.05,0.89
6407,0.12,0.88
6408,0.26,0.49
6409,0.26,0.48
6410,0.25,0.5
6411,0.24,0.49
6412,0.25,0.52
6413,0.26,0.43
6414,0.29,0.39
6415,0.27,0.42
6416,0.25,0.4
6417,0.19,0.39
6418,0.2,0.39
6419,0.2,0.4
6420,0.21,0.4
6421,0.2,0.4
6422,0.1,0.41
6423,0.07,0.42
6424,0.09,0.61
6425,0.08,0.43
6426,0.08,0.46
6427,0.09,0.42
6428,0.09,0.45
6429,0.11,0.42
6430,0.11,0.46
6431,0.1,0.44
6432,0.11,0.47
6433,0.11,0.39
6434,0.11,0.37
6435,0.1,0.42
6436,0.08,0.36
6437,0.13,0.39
6438,0.2,0.41
6439,0.19,0.41
6440,0.19,0.63
6441,0.19,0.78
6442,0.19,0.78
6443,0.2,0.78
6444,0.17,0.79
6445,0.1,0.78
6446,0.09,0.8
6447,0.11,0.8
6448,0.11,0.68
6449,0.11,0.71
6450,0.09,0.69
6451,0.08,0.72
6452,0.37,0.67
6453,0.66,0.41
6454,0.65,0.4
6455,0.67,0.4
6456,0.66,0.41
6457,0.66,0.4
6458,0.65,0.63
