time slot,edge_cpu,iot_cpu
2634,0.4,0.11
2635,0.49,0.13
2636,0.66,0.91
2637,0.64,0.81
2638,0.65,0.87
2639,0.64,0.2
2640,0.64,0.17
2641,0.42,0.21
2642,0.36,0.16
2643,0.22,0.11
2644,0.07,0.27
2645,0.06,0.18
2646,0.07,0.23
2647,0.06,0.13
2648,0.16,0.31
2649,0.16,0.17
2650,0.17,0.15
2651,0.41,0.16
2652,0.28,0.77
2653,0.38,0.96
2654,0.48,0.93
2655,0.46,1
2656,0.46,1
2657,0.47,1
2658,0.62,1
2659,0.61,1
2660,0.61,0.32
2661,0.6,0.18
2662,0.62,0.4
2663,0.6,0.57
2664,0.62,0.2
2665,0.53,0.39
2666,0.59,0.39
2667,0.58,0.32
2668,0.58,0.35
2669,0.59,0.33
2670,0.84,0.33
2671,0.97,0.25
2672,0.95,0.06
2673,0.97,0.15
2674,0.97,0.41
2675,0.97,0.46
2676,0.97,0.24
2677,0.97,0.23
2678,0.97,0.23
2679,0.71,0.31
2680,0.67,0.37
2681,0.85,0.33
2682,0.86,0.47
2683,0.86,0.84
2684,0.75,0.86
2685,0.33,0.5
2686,0.33,0.48
2687,0.33,0.37
2688,0.36,0.59
2689,0.37,0.25
2690,0.37,0.26
2691,0.36,0.25
2692,0.38,0.27
2693,0.37,0.25
2694,0.5,0.25
2695,0.76,0.25
2696,0.77,0.33
2697,0.76,0.3
2698,0.76,0.15
2699,0.76,0.15
2700,0.77,0.53
2701,0.73,0.48
2702,0.99,0.34
2703,1,0.24
2704,1,0.17
2705,1,0.13
2706,1,0.16
2707,1,0.52
2708,1,0.56
2709,1,0.6
2710,1,0.58
2711,0.78,0.5
2712,0.86,0.54
2713,0.85,0.52
2714,0.87,0.72
2715,0.76,0.21
2716,0.63,0.94
2717,0.25,0.15
2718,0.39,0.14
2719,0.38,0.14
2720,0.4,0.14
2721,0.38,0.12
2722,0.39,0.74
2723,0.38,0.56
2724,0.47,0.41
2725,0.99,0.22
2726,0.99,0.55
2727,0.99,0.43
2728,0.99,0.24
2729,0.93,0.26
2730,0.89,0.19
2731,0.95,0.27
2732,0.71,0.28
2733,0.07,0.29
2734,0.32,0.28
2735,0.32,0.28
2736,0.33,0.53
2737,0.33,0.53
2738,0.33,0.82
2739,0.33,0.48
2740,0.33,0.89
2741,0.31,0.92
2742,0.8,0.87
2743,0.95,0.73
2744,0.95,0.41
2745,0.95,0.42
2746,0.95,0.4
2747,0.9,0.47
2748,0.77,0.71
2749,0.61,0.23
2750,0.77,0.17
2751,0.88,0.18
2752,0.8,0.48
2753,0.75,0.16
2754,0.77,0.18
2755,0.76,0.16
2756,0.75,0.16
2757,0.74,0.24
2758,0.28,0.1
2759,0.25,0.1
2760,0.34,0.39
2761,0.33,0.69
2762,0.55,0.61
2763,0.34,0.14
2764,0.36,0.71
2765,0.4,0.71
2766,0.62,0.63
2767,0.6,0.17
2768,0.6,0.21
2769,0.61,0.15
2770,0.61,0.17
2771,0.6,0.42
2772,0.61,0.13
2773,0.52,0.13
2774,0.51,0.12
2775,0.5,0.84
2776,0.51,0.08
2777,0.49,0.54
2778,0.5,0.14
2779,0.49,0.2
2780,0.48,0.17
2781,0.99,0.6
2782,1,0.25
2783,0.99,0.22
2784,1,0.2
2785,0.67,0.14
2786,0.34,0.14
2787,0.3,0.13
2788,0.19,0.22
2789,0.32,0.15
2790,0.33,0.15
2791,0.31,0.13
2792,0.21,0.17
2793,0.27,0.83
2794,0.34,0.75
2795,0.33,0.88
2796,0.36,0.82
2797,0.33,0.89
2798,0.33,0.39
2799,0.34,0.83
2800,0.34,0.83
2801,0.32,0.83
2802,0.79,0.63
2803,0.88,0.33
2804,0.89,0.33
2805,0.88,0.32
2806,0.88,0.34
2807,0.89,0.34
2808,0.89,0.3
2809,0.88,0.43
2810,0.88,0.43
2811,0.74,0.49
2812,0.7,0.33
2813,0.69,0.3
2814,0.7,0.34
2815,0.7,0.35
2816,0.39,0.35
2817,0.33,0.33
2818,0.33,0.85
2819,0.34,0.68
2820,0.35,0.24
2821,0.34,0.25
2822,0.33,0.13
2823,0.33,0.28
2824,0.34,0.3
2825,0.33,0.3
2826,0.34,0.18
2827,0.33,0.31
2828,0.33,0.31
2829,0.53,0.24
2830,0.52,0.24
2831,0.52,0.19
2832,0.53,0.2
2833,0.52,0.14
2834,0.53,0.14
2835,0.52,0.2
2836,0.54,0.29
2837,0.53,0.06
2838,0.8,0.14
2839,0.81,0.17
2840,0.8,0.33
2841,0.8,0.57
2842,0.78,0.93
2843,0.85,0.79
2844,0.79,0.78
2845,0.93,0.77
2846,0.93,0.9
2847,0.93,0.78
2848,0.93,0.77
2849,0.93,0.77
2850,0.93,0.79
2851,0.34,0.43
2852,0.34,0.5
2853,0.33,0.49
2854,0.33,0.39
2855,0.33,0.6
2856,0.33,0.39
2857,0.32,0.42
2858,0.84,0.4
2859,0.95,0.31
2860,0.95,0.36
2861,0.95,0.46
2862,0.89,0.37
2863,0.79,0.42
2864,0.95,0.38
2865,0.95,0.3
2866,0.95,0.35
2867,0.95,0.34
2868,0.27,0.34
2869,0.13,0.79
2870,0.3,0.29
2871,0.41,0.28
2872,0.41,0.34
2873,0.4,0.36
2874,0.51,0.32
2875,0.5,0.56
2876,0.49,0.55
2877,0.49,0.56
2878,0.49,0.54
2879,0.5,0.56
2880,0.5,0.55
2881,0.5,0.51
2882,0.5,0.13
2883,0.74,0.22
2884,0.78,0.12
2885,0.79,0.12
2886,0.49,0.22
2887,0.48,0.34
2888,0.5,0.44
2889,0.27,0.27
2890,0.33,0.27
2891,0.34,0.53
2892,0.28,0.66
2893,0.27,0.95
2894,0.35,0.96
2895,0.32,0.77
2896,0.33,0.83
2897,0.3,0.7
2898,0.47,0.68
2899,0.46,0.85
2900,0.46,0.75
2901,0.47,0.76
2902,0.47,0.53
2903,0.46,0.88
2904,0.62,0.54
2905,0.95,0.21
2906,0.94,0.16
2907,0.94,0.17
2908,0.94,0.19
2909,0.94,0.2
2910,0.94,0.19
2911,0.87,0.09
2912,0.93,0.27
2913,0.94,0.2
2914,0.38,0.09
2915,0.35,0.26
2916,0.36,0.21
2917,0.36,0.15
2918,0.35,0.12
2919,0.35,0.2
2920,0.73,0.12
2921,1,0.18
2922,1,0.06
2923,1,0.2
2924,0.98,0.2
2925,0.98,0.89
2926,1,0.57
2927,1,0.39
2928,0.69,0.46
2929,0.56,0.43
2930,0.55,0.29
2931,0.56,0.45
2932,0.54,0.16
2933,0.55,0.25
2934,0.56,0.15
2935,0.54,0.15
2936,0.4,0.15
2937,0.4,0.34
2938,0.39,0.54
2939,0.39,0.8
2940,0.39,0.43
2941,0.4,0.45
2942,0.39,0.46
2943,0.39,0.44
2944,0.41,0.43
2945,0.48,0.5
2946,0.51,0.27
2947,0.5,0.3
2948,0.5,0.26
2949,0.51,0.28
2950,0.52,0.37
2951,0.51,0.31
2952,0.48,0.84
2953,0.43,0.24
2954,0.43,0.31
2955,0.42,0.24
2956,0.43,0.77
2957,0.43,0.58
2958,0.49,0.15
2959,0.51,0.16
2960,0.51,0.28
2961,0.51,0.3
2962,0.51,0.13
2963,0.5,0.26
2964,0.52,0.34
2965,0.46,0.33
2966,0.48,0.34
2967,0.49,0.4
2968,0.49,0.5
2969,0.48,0.57
2970,0.49,0.56
2971,0.49,0.45
2972,0.46,0.48
2973,0.9,0.47
2974,0.9,0.27
2975,0.89,0.37
2976,0.91,0.66
2977,0.9,0.38
2978,0.75,0.29
2979,0.88,0.32
2980,0.78,0.88
2981,0.8,0.35
2982,0.82,0.49
2983,0.81,0.41
2984,0.82,0.32
2985,0.61,0.45
2986,0.16,0.44
2987,0.29,0.6
2988,0.3,0.59
2989,0.33,0.51
2990,0.33,0.46
2991,0.34,0.45
2992,0.71,0.45
2993,0.7,0.14
2994,0.72,0.03
2995,0.7,0.15
2996,0.71,0.21
2997,0.63,0.19
2998,0.5,0.12
2999,0.48,0.29
3000,0.51,0.5
3001,0.48,0.4
3002,0.59,0.53
3003,0.29,0.53
3004,0.22,0.42
3005,0.37,0.6
3006,0.35,0.48
3007,0.31,0.94
3008,0.35,0.94
3009,0.34,0.84
3010,0.36,0.96
3011,0.35,0.96
3012,0.35,0.87
3013,0.29,0.83
3014,0.35,0.65
3015,0.33,0.54
3016,0.34,0.54
3017,0.33,0.48
3018,0.34,0.54
3019,0.32,0.93
3020,0.41,0.93
3021,0.39,0.54
3022,0.39,0.66
3023,0.41,0.96
3024,0.44,0.65
3025,0.41,0.61
3026,0.41,0.83
3027,0.4,0.74
3028,0.4,0.67
3029,0.39,0.68
3030,0.68,0.78
3031,0.67,0.64
3032,0.68,0.58
3033,0.67,0.35
3034,0.69,0.44
3035,0.66,0.27
3036,0.44,0.3
3037,0.43,0.33
3038,0.43,0.34
3039,0.42,0.39
3040,0.41,0.32
3041,0.41,0.34
3042,0.43,0.33
3043,0.41,0.21
3044,0.59,0.2
3045,0.99,0.16
3046,0.99,0.2
3047,0.95,0.1
3048,0.96,0.76
3049,0.99,0.78
3050,0.99,0.8
3051,0.99,0.79
3052,0.38,0.82
3053,0.22,0.84
3054,0.14,0.77
3055,0.34,0.79
3056,0.34,0.78
3057,0.33,0.47
3058,0.27,0.61
3059,0.31,0.24
3060,0.33,0.14
3061,0.33,0.3
3062,0.33,0.3
3063,0.32,0.84
3064,0.34,0.5
3065,0.33,0.29
3066,0.29,0.46
3067,0.33,0.37
3068,0.32,0.6
3069,0.32,0.66
3070,0.3,0.66
3071,0.32,0.48
3072,0.33,0.42
3073,0.55,0.32
3074,0.85,0.25
3075,0.84,0.21
3076,0.85,0.61
3077,0.85,0.29
3078,0.34,0.3
3079,0.34,0.31
3080,0.34,0.19
3081,0.33,0.21
3082,0.35,0.51
3083,0.33,0.5
3084,0.37,0.57
3085,0.34,0.46
3086,0.33,0.5
3087,0.32,0.49
3088,0.33,0.5
3089,0.33,0.51
3090,0.34,0.5
3091,0.33,0.52
3092,0.33,0.64
3093,0.33,0.83
3094,0.35,0.83
3095,0.34,0.83
3096,0.35,0.89
3097,0.43,0.8
3098,0.45,0.85
3099,0.44,0.8
3100,0.45,0.82
3101,0.44,0.64
3102,0.47,0.64
3103,0.45,0.46
3104,0.45,0.65
3105,0.39,0.45
3106,0.41,0.41
3107,0.41,0.49
3108,0.41,0.63
3109,0.41,0.49
3110,0.41,0.51
3111,0.82,0.51
3112,0.95,0.48
3113,0.95,0.47
3114,0.88,0.62
3115,0.88,0.44
3116,0.95,0.26
3117,0.95,0.17
3118,0.95,0.24
3119,0.95,0.51
3120,0.81,0.16
3121,0.31,0.27
3122,0.26,0.34
3123,0.33,0.24
3124,0.33,0.21
3125,0.33,0.27
3126,0.33,0.45
3127,0.33,0.45
3128,0.61,0.9
3129,1,0.44
3130,1,0.27
3131,1,0.23
3132,1,0.39
3133,0.73,0.28
3134,0.56,0.29
3135,0.8,0.29
3136,0.76,0.22
3137,0.81,0.27
3138,0.79,0.2
3139,0.81,0.27
3140,0.77,0.2
3141,0.57,0.31
3142,0.61,0.32
3143,0.8,0.41
3144,0.84,0.82
3145,0.75,0.56
3146,0.65,0.7
3147,0.66,0.34
3148,0.68,0.3
3149,0.68,0.31
3150,0.67,0.85
3151,0.6,0.64
3152,0.73,0.38
3153,0.72,0.19
3154,0.73,0.23
3155,0.73,0.33
3156,0.71,0.21
3157,0.63,0.3
3158,0.63,0.64
3159,0.64,0.2
3160,0.62,0.27
3161,0.62,0.28
3162,0.65,0.29
3163,0.87,0.32
3164,0.88,0.8
3165,0.41,0.41
3166,0.38,0.63
3167,0.38,0.94
3168,0.39,0.91
3169,0.38,0.92
3170,0.74,0.93
3171,0.76,0.9
3172,0.76,0.93
3173,0.75,0.93
3174,0.61,0.79
3175,0.55,0.42
3176,0.54,0.39
3177,0.53,0.41
3178,0.53,0.58
3179,1,0.51
3180,1,0.44
3181,1,0.42
3182,0.95,0.3
3183,0.97,0.67
3184,1,0.64
3185,1,0.39
3186,0.84,0.33
3187,0.35,0.34
3188,0.33,0.86
3189,0.34,0.37
3190,0.33,0.37
3191,0.32,0.28
3192,0.34,0.41
3193,0.34,0.29
3194,0.33,0.29
3195,0.54,0.29
3196,0.57,0.25
3197,0.57,0.36
3198,0.58,0.3
3199,0.57,0.27
3200,0.57,0.31
3201,0.57,0.31
3202,0.57,0.57
3203,0.58,0.32
3204,0.47,0.44
3205,0.36,0.3
3206,0.36,0.31
3207,0.36,0.31
3208,0.36,0.5
3209,0.39,0.19
3210,0.41,0.14
3211,0.42,0.1
3212,0.43,0.28
3213,0.42,0.13
3214,0.42,0.12
3215,0.43,0.13
3216,0.44,0.35
3217,0.42,0.27
3218,0.37,0.38
3219,0.38,0.38
3220,0.38,0.17
3221,0.38,0.26
3222,0.39,0.37
3223,0.36,0.16
3224,0.34,0.15
3225,0.33,0.21
3226,0.33,0.26
3227,0.35,0.27
3228,0.36,0.26
3229,0.34,0.26
3230,0.34,0.32
3231,0.35,0.4
3232,0.35,0.36
3233,0.35,0.39
3234,0.36,0.77
3235,0.44,0.36
3236,1,0.39
3237,1,0.37
3238,1,0.43
3239,1,0.76
3240,0.29,0.76
3241,0.38,0.41
3242,0.24,0.11
3243,0.04,0.1
3244,0.06,0.1
3245,0.04,0.1
3246,0.06,0.1
3247,0.05,0.1
3248,0.04,0.1
3249,0.04,0.1
3250,0.03,0.1
3251,0.02,0.1
3252,0.04,0.13
3253,0.02,0.1
3254,0.03,0.1
3255,0.02,0.1
3256,0.03,0.1
3257,0.02,0.1
3258,0.04,0.1
3259,0.05,0.1
3260,0.03,0.11
3261,0.03,0.1
3262,0.02,0.1
3263,0.03,0.1
3264,0.06,0.11
3265,0.04,0.1
3266,0.03,0.1
3267,0.03,0.1
3268,0.03,0.1
3269,0.03,0.1
3270,0.02,0.11
3271,0.07,0.1
3272,0.06,0.11
3273,0.05,0.1
3274,0.07,0.1
3275,0.06,0.1
3276,0.04,0.1
3277,0.04,0.11
3278,0.03,0.1
3279,0.02,0.1
3280,0.07,0.11
3281,0.04,0.1
3282,0.03,0.1
3283,0.02,0.09
3284,0.04,0.1
3285,0.02,0.1
3286,0.06,0.1
3287,0.07,0.1
3288,0.08,0.1
3289,0.05,0.1
3290,0.08,0.1
3291,0.07,0.1
3292,0.11,0.1
3293,0.05,0.1
3294,0.06,0.1
3295,0.06,0.1
3296,0.07,0.1
3297,0.05,0.1
3298,0.06,0.1
3299,0.09,0.1
3300,0.04,0.11
3301,0.03,0.1
3302,0.03,0.11
3303,0.04,0.1
3304,0.04,0.1
3305,0.02,0.1
3306,0.03,0.1
3307,0.02,0.1
3308,0.18,0.11
3309,0.16,0.1
3310,0.38,0.11
3311,0.32,0.1
3312,0.2,0.11
3313,0.42,0.1
3314,0.34,0.1
3315,0.16,0.1
3316,0.38,0.1
3317,0.26,0.1
3318,0.28,0.1
3319,0.28,0.1
3320,0.13,0.11
3321,0.17,0.1
3322,0.16,0.1
3323,0.12,0.14
3324,0.05,0.11
3325,0.03,0.1
3326,0.03,0.11
3327,0.15,0.11
3328,0.07,0.22
3329,0.06,0.16
3330,0.16,0.1
3331,0.11,0.1
3332,0.05,0.1
3333,0.06,0.1
3334,0.06,0.1
3335,0.04,0.1
3336,0.05,0.1
3337,0.04,0.1
3338,0.05,0.1
3339,0.04,0.1
3340,0.05,0.1
3341,0.04,0.1
3342,0.05,0.1
3343,0.03,0.1
3344,0.06,0.1
3345,0.05,0.1
3346,0.05,0.1
3347,0.04,0.1
3348,0.05,0.1
3349,0.04,0.1
3350,0.05,0.1
3351,0.04,0.1
3352,0.03,0.1
3353,0.05,0.1
3354,0.05,0.11
3355,0.06,0.1
3356,0.05,0.1
3357,0.04,0.1
3358,0.04,0.1
3359,0.04,0.1
3360,0.07,0.1
3361,0.06,0.1
3362,0.13,0.1
3363,0.25,0.1
3364,0.33,0.1
3365,0.3,0.1
3366,0.23,0.1
3367,0.32,0.1
3368,0.13,0.2
3369,0.1,0.37
3370,0.15,0.81
3371,0.15,0.57
3372,0.12,0.45
3373,0.26,0.44
3374,0.49,0.46
3375,0.51,0.26
3376,0.56,0.1
3377,0.63,0.1
3378,0.49,0.1
3379,0.46,0.11
3380,0.36,0.1
3381,0.46,0.11
3382,0.7,0.1
3383,0.79,0.11
3384,0.74,0.11
3385,0.55,0.1
3386,0.57,0.11
3387,0.64,0.11
3388,0.72,0.1
3389,0.68,0.11
3390,0.77,0.28
3391,0.49,0.45
3392,0.43,0.42
3393,0.52,0.45
3394,0.33,0.45
3395,0.31,0.44
3396,0.37,0.44
3397,0.15,0.43
3398,0.18,0.26
3399,0.23,0.1
3400,0.27,0.1
3401,0.24,0.1
3402,0.11,0.1
3403,0.05,0.1
3404,0.22,0.11
3405,0.23,0.1
3406,0.25,0.1
3407,0.21,0.1
3408,0.23,0.1
3409,0.21,0.1
3410,0.21,0.1
3411,0.27,0.1
3412,0.26,0.1
3413,0.22,0.1
3414,0.31,0.1
3415,0.24,0.1
3416,0.26,0.1
3417,0.18,0.1
3418,0.27,0.1
3419,0.24,0.1
3420,0.24,0.1
3421,0.28,0.1
3422,0.29,0.1
3423,0.33,0.1
3424,0.36,0.1
3425,0.16,0.1
3426,0.31,0.1
3427,0.27,0.1
3428,0.27,0.1
3429,0.22,0.11
3430,0.22,0.09
3431,0.26,0.44
3432,0.28,0.42
3433,0.23,0.65
3434,0.32,0.72
3435,0.5,0.6
3436,0.45,0.77
3437,0.33,0.81
3438,0.21,0.8
3439,0.1,0.88
3440,0.15,0.92
3441,0.31,0.92
3442,0.35,0.96
3443,0.34,0.88
3444,0.74,0.41
3445,0.87,0.22
3446,0.91,0.18
3447,0.84,0.2
3448,0.78,0.21
3449,0.54,0.2
3450,0.59,0.21
3451,0.58,0.19
3452,0.63,0.18
3453,0.86,0.2
3454,0.86,0.18
3455,0.8,0.23
3456,0.88,0.2
3457,0.82,0.21
3458,0.86,0.24
3459,0.84,0.21
3460,0.79,0.22
3461,0.16,0.21
3462,0.16,0.2
3463,0.25,0.22
3464,0.19,0.18
3465,0.23,0.77
3466,0.2,0.94
3467,0.14,0.93
3468,0.16,0.94
3469,0.09,0.96
3470,0.2,0.96
3471,0.43,0.98
3472,0.45,0.94
3473,0.33,0.97
3474,0.18,0.97
3475,0.25,0.83
3476,0.99,0.89
3477,1,0.81
3478,1,0.79
3479,1,0.81
3480,1,0.82
3481,1,0.81
3482,1,0.39
3483,0.56,0.39
3484,0.38,0.69
3485,0.1,0.64
3486,0.11,0.68
3487,0.1,0.65
3488,0.21,0.89
3489,0.94,0.64
3490,0.94,0.65
3491,0.88,0.81
3492,0.76,0.8
3493,0.55,0.74
3494,0.54,0.39
3495,0.53,0.28
3496,0.53,0.29
3497,0.56,0.51
3498,0.32,0.56
3499,0.25,0.56
3500,0.39,0.59
3501,0.59,0.32
3502,0.53,0.14
3503,0.57,0.18
3504,0.6,0.33
3505,0.5,0.42
3506,0.28,0.31
3507,0.33,0.54
3508,0.49,0.41
3509,0.58,0.32
3510,0.46,0.86
3511,0.3,0.58
3512,0.45,0.63
3513,0.57,0.69
3514,0.54,0.71
3515,0.57,0.77
3516,0.35,0.14
3517,0.35,0.2
3518,0.34,0.45
3519,0.36,0.99
3520,0.33,0.93
3521,0.33,0.5
3522,0.33,0.69
3523,0.34,0.63
3524,0.3,0.98
3525,0.33,0.76
3526,0.32,0.69
3527,0.32,0.24
3528,0.33,0.21
3529,0.34,0.75
3530,0.73,0.97
3531,0.82,0.71
3532,0.81,0.68
3533,0.81,0.67
3534,0.83,0.71
3535,0.36,0.77
3536,0.33,0.71
3537,0.34,0.28
3538,0.33,0.16
3539,0.33,0.14
3540,0.32,0.13
3541,0.34,0.14
3542,0.32,0.3
3543,0.32,0.12
3544,0.33,0.09
3545,0.4,0.16
3546,0.46,0.33
3547,0.47,0.42
3548,0.47,0.51
3549,0.48,0.46
3550,0.45,0.4
3551,0.47,0.43
3552,0.53,0.49
3553,0.74,0.45
3554,0.65,0.44
3555,0.57,0.58
3556,0.53,0.7
3557,0.51,0.75
3558,0.47,0.71
3559,0.44,0.72
3560,0.42,0.72
3561,0.04,0.71
3562,0.04,0.49
3563,0.1,0.51
3564,0.16,0.49
3565,0.08,0.7
3566,0.16,0.92
3567,0.31,0.94
3568,0.34,0.94
3569,0.34,0.7
3570,0.11,0.86
3571,0.07,0.74
3572,0.12,0.62
3573,0.35,0.2
3574,0.34,0.19
3575,0.35,0.14
3576,0.32,0.67
3577,0.33,0.75
3578,0.33,0.4
3579,0.35,0.59
3580,0.35,0.8
3581,0.49,0.7
3582,0.25,0.68
3583,0.24,0.68
3584,0.28,0.66
3585,0.36,0.83
3586,0.54,0.58
3587,0.57,0.41
3588,0.38,0.44
3589,0.24,0.46
3590,0.28,0.44
3591,0.36,0.36
3592,0.49,0.2
3593,0.51,0.74
3594,0.49,0.43
3595,0.39,0.44
3596,0.39,0.48
3597,0.57,0.72
3598,0.68,0.39
3599,0.69,0.39
3600,0.68,0.41
3601,0.68,0.56
3602,0.33,0.62
3603,0.29,0.56
3604,0.54,0.57
3605,0.55,0.49
3606,0.53,0.88
3607,0.27,0.69
3608,0.5,0.67
3609,0.43,0.69
3610,0.32,0.41
3611,0.33,0.92
3612,0.33,0.51
3613,0.32,0.32
3614,0.34,0.31
3615,0.33,0.44
3616,0.33,0.52
3617,0.37,0.89
3618,0.36,0.45
3619,0.37,0.53
3620,0.37,0.69
3621,0.59,0.79
3622,0.3,0.54
3623,0.24,0.37
3624,0.4,0.35
3625,0.58,0.28
3626,0.57,0.55
3627,0.57,0.24
3628,0.37,0.32
3629,0.24,0.43
3630,0.07,0.44
3631,0.06,0.59
3632,0.06,0.58
3633,0.15,0.56
3634,0.26,0.7
3635,0.32,0.51
3636,0.41,0.61
3637,0.13,0.59
3638,0.12,0.63
3639,0.12,0.56
3640,0.14,0.55
3641,0.27,0.71
3642,0.43,0.74
3643,0.41,0.49
3644,0.4,0.83
3645,0.15,0.71
3646,0.88,0.71
3647,0.89,0.69
3648,0.9,0.45
3649,0.89,0.45
3650,0.9,0.61
3651,0.33,0.9
3652,0.22,0.9
3653,0.47,0.96
3654,0.46,0.96
3655,0.57,0.88
3656,0.64,0.92
3657,0.61,0.91
3658,0.61,0.91
3659,0.61,0.68
3660,0.61,0.39
3661,0.6,0.39
3662,0.8,0.4
3663,0.66,0.23
3664,0.57,0.25
3665,0.49,0.43
3666,0.27,0.41
3667,0.27,0.45
3668,0.27,0.43
3669,0.35,0.42
3670,0.34,0.59
3671,0.35,0.72
3672,0.08,0.77
3673,0.07,0.74
3674,0.07,0.77
3675,0.06,0.75
3676,0.31,0.87
3677,0.33,0.62
3678,0.33,0.76
3679,0.07,0.61
3680,0.06,0.61
3681,0.24,0.65
3682,0.33,0.4
3683,0.32,0.37
3684,0.35,0.58
3685,0.24,0.65
3686,0.1,0.65
3687,0.08,0.56
3688,0.07,0.59
3689,0.13,0.59
3690,0.33,0.54
3691,0.32,0.39
3692,0.94,0.88
3693,0.72,0.58
3694,0.72,0.44
3695,0.71,0.38
3696,0.73,0.53
3697,0.89,0.42
3698,0.93,0.36
3699,0.7,0.38
3700,0.61,0.45
3701,0.4,0.51
3702,0.7,0.63
3703,0.68,0.32
3704,0.33,0.49
3705,0.09,0.47
3706,0.33,0.47
3707,0.32,0.22
3708,0.37,0.54
3709,0.22,0.49
3710,0.26,0.32
3711,0.42,0.21
3712,0.41,0.14
3713,0.42,0.19
3714,0.46,0.94
3715,0.13,0.38
3716,0.07,0.37
3717,0.26,0.28
3718,0.32,0.67
3719,0.31,0.26
3720,0.34,0.29
3721,0.71,0.44
3722,0.95,0.39
3723,0.89,0.44
3724,0.99,0.18
3725,0.99,0.37
3726,0.93,0.51
3727,0.88,0.51
3728,0.88,0.44
3729,0.73,0.5
3730,0.88,0.51
3731,0.86,0.34
3732,0.87,0.32
3733,0.87,0.53
3734,0.64,0.51
3735,0.73,0.54
3736,0.87,0.29
3737,0.85,0.22
3738,0.69,0.13
3739,0.31,0.18
3740,0.31,0.16
3741,0.32,0.33
3742,0.21,0.42
3743,0.18,0.4
3744,0.37,0.75
3745,0.33,0.76
3746,0.33,0.79
3747,0.31,0.82
3748,0.35,0.81
3749,0.21,0.86
3750,0.07,0.61
3751,0.16,0.59
3752,0.33,0.34
3753,0.32,0.41
3754,0.31,0.73
3755,0.73,0.39
3756,0.75,0.55
3757,0.47,0.6
3758,0.59,0.62
3759,0.74,0.25
3760,0.75,0.3
3761,0.69,0.4
3762,0.72,0.41
3763,0.76,0.48
3764,0.92,0.45
3765,0.94,0.24
3766,0.86,0.39
3767,0.76,0.38
3768,0.95,0.42
3769,0.94,0.3
3770,0.82,0.54
3771,0.13,0.56
3772,0.09,0.56
3773,0.09,0.51
3774,0.27,0.57
3775,0.37,0.41
3776,0.36,0.3
3777,0.37,0.37
3778,0.3,0.52
3779,0.82,0.41
3780,0.96,0.35
3781,0.96,0.14
3782,0.96,0.13
3783,0.92,0.18
3784,0.96,0.67
3785,0.8,0.73
3786,0.81,0.7
3787,0.94,0.66
3788,0.73,0.45
3789,0.39,0.32
3790,0.36,0.69
3791,0.1,0.64
3792,0.08,0.63
3793,0.31,0.43
3794,0.36,0.37
3795,0.36,0.31
3796,0.34,0.56
3797,0.29,0.72
3798,0.12,0.71
3799,0.34,0.76
3800,0.32,0.71
3801,0.36,0.61
3802,0.32,0.72
3803,0.11,0.66
3804,0.35,0.65
3805,0.33,0.64
3806,0.34,0.7
3807,0.28,0.83
3808,0.1,0.83
3809,0.34,0.81
3810,0.32,0.77
3811,0.31,0.62
3812,0.34,0.41
3813,0.32,0.43
3814,0.09,0.43
3815,0.27,0.49
3816,0.41,0.49
3817,0.38,0.18
3818,0.41,0.35
3819,0.25,0.51
3820,0.23,0.49
3821,0.35,0.42
3822,0.34,0.26
3823,0.33,0.5
3824,0.09,0.49
3825,0.32,0.59
3826,0.34,0.8
3827,0.33,0.79
3828,0.4,0.87
3829,0.43,0.87
3830,0.26,0.82
3831,0.25,0.85
3832,0.43,0.65
3833,0.44,0.66
3834,0.47,0.83
3835,0.34,0.85
3836,0.25,0.75
3837,0.53,0.76
3838,0.53,0.84
3839,0.54,0.77
3840,0.31,0.83
3841,0.41,0.81
3842,0.54,0.39
3843,0.52,0.3
3844,0.5,0.41
3845,0.37,0.29
3846,0.35,0.51
3847,0.18,0.57
3848,0.08,0.64
3849,0.21,0.61
3850,0.35,0.43
3851,0.45,0.81
3852,0.19,0.95
3853,0.16,0.95
3854,0.17,0.94
3855,0.36,0.95
3856,0.46,0.8
3857,0.46,0.47
3858,0.46,0.74
3859,0.16,0.7
3860,0.25,0.81
3861,0.35,0.46
3862,0.35,0.77
3863,0.32,0.56
3864,0.09,0.56
3865,0.34,0.56
3866,0.29,0.56
3867,0.32,0.28
3868,0.32,0.83
3869,0.16,0.85
3870,0.19,0.86
3871,0.34,0.8
3872,0.31,0.76
3873,0.33,0.84
3874,0.07,0.46
3875,0.29,0.48
3876,0.34,0.26
3877,0.32,0.21
3878,0.32,0.24
3879,0.33,0.44
3880,0.29,0.55
3881,0.07,0.55
3882,0.33,0.47
3883,0.32,0.25
3884,0.45,0.28
3885,0.5,0.14
3886,0.49,0.07
3887,0.52,0.36
3888,0.24,0.37
3889,0.4,0.42
3890,0.51,0.24
3891,0.66,0.16
3892,1,0.34
3893,0.92,0.51
3894,0.88,0.54
3895,1,0.47
3896,1,0.26
3897,1,0.27
3898,0.95,0.91
3899,1,0.95
3900,0.71,0.96
3901,0.93,0.96
3902,0.98,0.21
3903,0.98,0.14
3904,0.98,0.1
3905,0.48,0.79
3906,0.28,0.52
3907,0.56,0.24
3908,0.54,0.13
3909,0.57,0.15
3910,0.78,0.15
3911,0.78,0.1
3912,0.79,0.14
